2024-10-02 17:11:16 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-02 17:22:55 - Value retrieved: bar, Response time: 0.0705 seconds
2024-10-02 17:22:57 - Value retrieved: bar, Response time: 0.0691 seconds
2024-10-02 17:22:59 - Value retrieved: bar, Response time: 0.0705 seconds
2024-10-02 17:23:01 - Value retrieved: bar, Response time: 0.0713 seconds
2024-10-02 17:23:03 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-02 17:23:05 - Value retrieved: bar, Response time: 0.0719 seconds
2024-10-02 17:23:07 - Value retrieved: bar, Response time: 0.0698 seconds
2024-10-02 17:23:09 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-02 17:23:11 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-02 17:23:13 - Value retrieved: bar, Response time: 0.0720 seconds
2024-10-02 17:23:15 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-02 17:23:17 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-02 17:23:19 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-02 17:23:21 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-02 17:23:23 - Value retrieved: bar, Response time: 0.0710 seconds
2024-10-02 17:23:25 - Value retrieved: bar, Response time: 0.0696 seconds
2024-10-02 17:23:27 - Value retrieved: bar, Response time: 0.0721 seconds
2024-10-02 17:23:29 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-02 17:23:31 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-02 17:23:33 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-02 17:23:35 - Value retrieved: bar, Response time: 0.0693 seconds
2024-10-02 17:23:37 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-02 17:23:39 - Value retrieved: bar, Response time: 0.0696 seconds
2024-10-02 17:23:41 - Value retrieved: bar, Response time: 0.0692 seconds
2024-10-02 17:23:43 - Value retrieved: bar, Response time: 0.0690 seconds
2024-10-02 17:23:45 - Value retrieved: bar, Response time: 0.0710 seconds
2024-10-02 17:23:47 - Value retrieved: bar, Response time: 0.0703 seconds
2024-10-02 17:23:49 - Value retrieved: bar, Response time: 0.0711 seconds
2024-10-02 17:23:51 - Value retrieved: bar, Response time: 0.0711 seconds
2024-10-02 17:23:53 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-02 17:23:54 - Value retrieved: bar, Response time: 0.0699 seconds
2024-10-02 17:23:56 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-02 17:23:58 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-02 17:24:00 - Value retrieved: bar, Response time: 0.0712 seconds
2024-10-02 17:24:01 - Value retrieved: bar, Response time: 0.0768 seconds
2024-10-02 17:24:03 - Value retrieved: bar, Response time: 0.0711 seconds
2024-10-02 17:24:05 - Value retrieved: bar, Response time: 0.0692 seconds
2024-10-02 17:24:07 - Value retrieved: bar, Response time: 0.0714 seconds
2024-10-02 17:24:09 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-02 17:24:11 - Value retrieved: bar, Response time: 0.0698 seconds
2024-10-02 17:24:13 - Value retrieved: bar, Response time: 0.0690 seconds
2024-10-02 17:24:15 - Value retrieved: bar, Response time: 0.0715 seconds
2024-10-02 17:24:17 - Value retrieved: bar, Response time: 0.0731 seconds
2024-10-02 17:24:19 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-02 17:24:21 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-02 17:24:23 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-02 17:24:24 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-02 17:24:26 - Value retrieved: bar, Response time: 0.0809 seconds
2024-10-02 17:24:28 - Value retrieved: bar, Response time: 0.0711 seconds
2024-10-02 17:24:30 - Value retrieved: bar, Response time: 0.0742 seconds
2024-10-02 17:24:32 - Value retrieved: bar, Response time: 0.0778 seconds
2024-10-02 17:24:34 - Value retrieved: bar, Response time: 0.0699 seconds
2024-10-02 17:24:36 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-02 17:24:38 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-02 17:24:39 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-02 17:24:41 - Value retrieved: bar, Response time: 0.0701 seconds
2024-10-02 17:24:43 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-02 17:24:44 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-02 17:24:46 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-02 17:24:48 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-02 17:24:50 - Value retrieved: bar, Response time: 0.0712 seconds
2024-10-02 17:24:52 - Value retrieved: bar, Response time: 0.0741 seconds
2024-10-02 17:24:53 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-02 17:24:55 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-02 17:24:57 - Value retrieved: bar, Response time: 0.0699 seconds
2024-10-02 17:24:59 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-02 17:25:01 - Value retrieved: bar, Response time: 0.0699 seconds
2024-10-02 17:25:02 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-02 17:25:04 - Value retrieved: bar, Response time: 0.0732 seconds
2024-10-02 17:25:06 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-02 17:25:08 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-02 17:25:10 - Value retrieved: bar, Response time: 0.0711 seconds
2024-10-02 17:25:12 - Value retrieved: bar, Response time: 0.0695 seconds
2024-10-02 17:25:14 - Value retrieved: bar, Response time: 0.0739 seconds
2024-10-02 17:25:16 - Value retrieved: bar, Response time: 0.0693 seconds
2024-10-02 17:25:18 - Value retrieved: bar, Response time: 0.0700 seconds
2024-10-02 17:25:20 - Value retrieved: bar, Response time: 0.0781 seconds
2024-10-02 17:25:22 - Value retrieved: bar, Response time: 0.0728 seconds
2024-10-02 17:25:24 - Value retrieved: bar, Response time: 0.0780 seconds
2024-10-02 17:25:26 - Value retrieved: bar, Response time: 0.0692 seconds
2024-10-02 17:25:28 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-02 17:25:29 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-02 17:25:31 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-02 17:25:33 - Value retrieved: bar, Response time: 0.0713 seconds
2024-10-02 17:25:35 - Value retrieved: bar, Response time: 0.0712 seconds
2024-10-02 17:25:37 - Value retrieved: bar, Response time: 0.0722 seconds
2024-10-02 17:25:38 - Value retrieved: bar, Response time: 0.0745 seconds
2024-10-02 17:25:40 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-02 17:25:42 - Value retrieved: bar, Response time: 0.0742 seconds
2024-10-02 17:25:44 - Value retrieved: bar, Response time: 0.0705 seconds
2024-10-02 17:25:45 - Value retrieved: bar, Response time: 0.0697 seconds
2024-10-02 17:25:47 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-02 17:25:49 - Value retrieved: bar, Response time: 0.0751 seconds
2024-10-02 17:25:51 - Value retrieved: bar, Response time: 0.0702 seconds
2024-10-02 17:25:53 - Value retrieved: bar, Response time: 0.0717 seconds
2024-10-02 17:25:55 - Value retrieved: bar, Response time: 0.0698 seconds
2024-10-02 17:25:57 - Value retrieved: bar, Response time: 0.0711 seconds
2024-10-02 17:25:59 - Value retrieved: bar, Response time: 0.0712 seconds
2024-10-02 17:26:01 - Value retrieved: bar, Response time: 0.0715 seconds
2024-10-02 17:26:03 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-02 17:26:05 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-02 17:26:07 - Value retrieved: bar, Response time: 0.0712 seconds
2024-10-02 17:26:09 - Value retrieved: bar, Response time: 0.0710 seconds
2024-10-02 17:26:11 - Value retrieved: bar, Response time: 0.0714 seconds
2024-10-02 17:26:12 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-02 17:26:14 - Value retrieved: bar, Response time: 0.0698 seconds
2024-10-02 17:26:16 - Value retrieved: bar, Response time: 0.0711 seconds
2024-10-02 17:26:18 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-02 17:26:19 - Value retrieved: bar, Response time: 0.0690 seconds
2024-10-02 17:26:21 - Value retrieved: bar, Response time: 0.0710 seconds
2024-10-02 17:26:23 - Value retrieved: bar, Response time: 0.0711 seconds
2024-10-02 17:26:25 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-02 17:26:27 - Value retrieved: bar, Response time: 0.0711 seconds
2024-10-02 17:26:28 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-02 17:26:30 - Value retrieved: bar, Response time: 0.0711 seconds
2024-10-02 17:26:32 - Value retrieved: bar, Response time: 0.0699 seconds
2024-10-02 17:26:34 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-02 17:26:35 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-02 17:26:37 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-02 17:26:39 - Value retrieved: bar, Response time: 0.0697 seconds
2024-10-02 17:26:41 - Value retrieved: bar, Response time: 0.0699 seconds
2024-10-02 17:26:43 - Value retrieved: bar, Response time: 0.0698 seconds
2024-10-02 17:26:44 - Value retrieved: bar, Response time: 0.0701 seconds
2024-10-02 17:26:46 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-02 17:26:48 - Value retrieved: bar, Response time: 0.0713 seconds
2024-10-02 17:26:50 - Value retrieved: bar, Response time: 0.0758 seconds
2024-10-02 17:26:51 - Value retrieved: bar, Response time: 0.0699 seconds
2024-10-02 17:26:53 - Value retrieved: bar, Response time: 0.0712 seconds
2024-10-02 17:26:55 - Value retrieved: bar, Response time: 0.0698 seconds
2024-10-02 17:26:57 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-02 17:26:58 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-02 17:27:00 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-02 17:27:02 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-02 17:27:04 - Value retrieved: bar, Response time: 0.0728 seconds
2024-10-02 17:27:05 - Value retrieved: bar, Response time: 0.0883 seconds
2024-10-02 17:27:07 - Value retrieved: bar, Response time: 0.0698 seconds
2024-10-02 17:27:09 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-02 17:27:11 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-02 17:27:13 - Value retrieved: bar, Response time: 0.0712 seconds
2024-10-02 17:27:15 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-02 17:27:17 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-02 17:27:19 - Value retrieved: bar, Response time: 0.0694 seconds
2024-10-02 17:27:21 - Value retrieved: bar, Response time: 0.0692 seconds
2024-10-02 17:27:23 - Value retrieved: bar, Response time: 0.0698 seconds
2024-10-02 17:27:25 - Value retrieved: bar, Response time: 0.0711 seconds
2024-10-02 17:27:27 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-02 17:27:29 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-02 17:27:31 - Value retrieved: bar, Response time: 0.0710 seconds
2024-10-02 17:27:33 - Value retrieved: bar, Response time: 0.0712 seconds
2024-10-02 17:27:35 - Value retrieved: bar, Response time: 0.0699 seconds
2024-10-02 17:27:37 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-02 17:27:39 - Value retrieved: bar, Response time: 0.0705 seconds
2024-10-02 17:27:41 - Value retrieved: bar, Response time: 0.0712 seconds
2024-10-02 17:27:43 - Value retrieved: bar, Response time: 0.0705 seconds
2024-10-02 17:27:45 - Value retrieved: bar, Response time: 0.0694 seconds
2024-10-02 17:27:47 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-02 17:27:48 - Value retrieved: bar, Response time: 0.0711 seconds
2024-10-02 17:27:50 - Value retrieved: bar, Response time: 0.0711 seconds
2024-10-02 17:27:52 - Value retrieved: bar, Response time: 0.0713 seconds
2024-10-02 17:27:54 - Value retrieved: bar, Response time: 0.0694 seconds
2024-10-02 17:27:55 - Value retrieved: bar, Response time: 0.0714 seconds
2024-10-02 17:27:57 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-02 17:27:59 - Value retrieved: bar, Response time: 0.0725 seconds
2024-10-02 17:28:01 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-02 17:28:03 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-02 17:28:04 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-02 17:28:06 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-02 17:28:08 - Value retrieved: bar, Response time: 0.0711 seconds
2024-10-02 17:28:10 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-02 17:28:11 - Value retrieved: bar, Response time: 0.0713 seconds
2024-10-02 17:28:13 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-02 17:28:15 - Value retrieved: bar, Response time: 0.0711 seconds
2024-10-02 17:28:17 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-02 17:28:18 - Value retrieved: bar, Response time: 0.0703 seconds
2024-10-02 17:28:20 - Value retrieved: bar, Response time: 0.0710 seconds
2024-10-02 17:28:22 - Value retrieved: bar, Response time: 0.0819 seconds
2024-10-02 17:28:24 - Value retrieved: bar, Response time: 0.0936 seconds
2024-10-02 17:28:25 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-02 17:28:27 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-02 17:28:29 - Value retrieved: bar, Response time: 0.0710 seconds
2024-10-02 17:28:31 - Value retrieved: bar, Response time: 0.0712 seconds
2024-10-02 17:28:32 - Value retrieved: bar, Response time: 0.0705 seconds
2024-10-02 17:28:34 - Value retrieved: bar, Response time: 0.0711 seconds
2024-10-02 17:28:36 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-02 17:28:38 - Value retrieved: bar, Response time: 0.0711 seconds
2024-10-02 17:28:39 - Value retrieved: bar, Response time: 0.0697 seconds
2024-10-02 17:28:41 - Value retrieved: bar, Response time: 0.0696 seconds
2024-10-02 17:28:43 - Value retrieved: bar, Response time: 0.0712 seconds
2024-10-02 17:28:45 - Value retrieved: bar, Response time: 0.0711 seconds
2024-10-02 17:28:47 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-02 17:28:49 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-02 17:28:51 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-02 17:28:53 - Value retrieved: bar, Response time: 0.0733 seconds
2024-10-02 17:28:55 - Value retrieved: bar, Response time: 0.0715 seconds
2024-10-02 17:28:57 - Value retrieved: bar, Response time: 0.0695 seconds
2024-10-02 17:28:59 - Value retrieved: bar, Response time: 0.0697 seconds
2024-10-02 17:29:01 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-02 17:29:03 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-02 17:29:05 - Value retrieved: bar, Response time: 0.0710 seconds
2024-10-02 17:29:06 - Value retrieved: bar, Response time: 0.0710 seconds
2024-10-02 17:29:08 - Value retrieved: bar, Response time: 0.0713 seconds
2024-10-02 17:29:10 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-02 17:29:12 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-02 17:29:13 - Value retrieved: bar, Response time: 0.0699 seconds
2024-10-02 17:29:15 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-02 17:29:17 - Value retrieved: bar, Response time: 0.0705 seconds
2024-10-02 17:29:19 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-02 17:29:20 - Value retrieved: bar, Response time: 0.0711 seconds
2024-10-02 17:29:22 - Value retrieved: bar, Response time: 0.0712 seconds
2024-10-02 17:29:24 - Value retrieved: bar, Response time: 0.0712 seconds
2024-10-02 17:29:26 - Value retrieved: bar, Response time: 0.0712 seconds
2024-10-02 17:29:27 - Value retrieved: bar, Response time: 0.0711 seconds
2024-10-02 17:29:29 - Value retrieved: bar, Response time: 0.0701 seconds
2024-10-02 17:29:31 - Value retrieved: bar, Response time: 0.0719 seconds
2024-10-02 17:29:33 - Value retrieved: bar, Response time: 0.0711 seconds
2024-10-02 17:29:34 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-02 17:29:36 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-02 17:29:38 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-02 17:29:40 - Value retrieved: bar, Response time: 0.0712 seconds
2024-10-02 17:29:42 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-02 17:29:43 - Value retrieved: bar, Response time: 0.0694 seconds
2024-10-02 17:29:45 - Value retrieved: bar, Response time: 0.0701 seconds
2024-10-02 17:29:47 - Value retrieved: bar, Response time: 0.0699 seconds
2024-10-02 17:29:49 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-02 17:29:50 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-02 17:29:52 - Value retrieved: bar, Response time: 0.0710 seconds
2024-10-02 17:29:54 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-02 17:29:56 - Value retrieved: bar, Response time: 0.0712 seconds
2024-10-02 17:29:57 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-02 17:29:59 - Value retrieved: bar, Response time: 0.0702 seconds
2024-10-02 17:30:01 - Value retrieved: bar, Response time: 0.0696 seconds
2024-10-02 17:30:03 - Value retrieved: bar, Response time: 0.0712 seconds
2024-10-02 17:30:05 - Value retrieved: bar, Response time: 0.0775 seconds
2024-10-02 17:30:06 - Value retrieved: bar, Response time: 0.0702 seconds
2024-10-02 17:30:08 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-02 17:30:10 - Value retrieved: bar, Response time: 0.0713 seconds
2024-10-02 17:30:12 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-02 17:30:13 - Value retrieved: bar, Response time: 0.0703 seconds
2024-10-02 17:30:15 - Value retrieved: bar, Response time: 0.0696 seconds
2024-10-02 17:30:17 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-02 17:30:19 - Value retrieved: bar, Response time: 0.0719 seconds
2024-10-02 17:30:21 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-02 17:30:22 - Value retrieved: bar, Response time: 0.0716 seconds
2024-10-02 17:30:24 - Value retrieved: bar, Response time: 0.0722 seconds
2024-10-02 17:30:26 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-02 17:30:28 - Value retrieved: bar, Response time: 0.0712 seconds
2024-10-02 17:30:29 - Value retrieved: bar, Response time: 0.0713 seconds
2024-10-02 17:30:32 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-02 17:30:33 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-02 17:30:35 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-02 17:30:37 - Value retrieved: bar, Response time: 0.0703 seconds
2024-10-02 17:30:39 - Value retrieved: bar, Response time: 0.0715 seconds
2024-10-02 17:30:41 - Value retrieved: bar, Response time: 0.0710 seconds
2024-10-02 17:30:42 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-02 17:30:44 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-02 17:30:46 - Value retrieved: bar, Response time: 0.0738 seconds
2024-10-02 17:30:48 - Value retrieved: bar, Response time: 0.0692 seconds
2024-10-02 17:30:49 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-02 17:30:51 - Value retrieved: bar, Response time: 0.0728 seconds
2024-10-02 17:30:53 - Value retrieved: bar, Response time: 0.0712 seconds
2024-10-02 17:30:55 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-02 17:30:56 - Value retrieved: bar, Response time: 0.0710 seconds
2024-10-02 17:30:58 - Value retrieved: bar, Response time: 0.0692 seconds
2024-10-02 17:31:00 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-02 17:31:02 - Value retrieved: bar, Response time: 0.0710 seconds
2024-10-02 17:31:03 - Value retrieved: bar, Response time: 0.0692 seconds
2024-10-02 17:31:05 - Value retrieved: bar, Response time: 0.0737 seconds
2024-10-02 17:31:07 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-02 17:31:09 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-02 17:31:10 - Value retrieved: bar, Response time: 0.0699 seconds
2024-10-02 17:31:12 - Value retrieved: bar, Response time: 0.0734 seconds
2024-10-02 17:31:14 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-02 17:31:16 - Value retrieved: bar, Response time: 0.0711 seconds
2024-10-02 17:31:18 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-02 17:31:19 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-02 17:31:21 - Value retrieved: bar, Response time: 0.0710 seconds
2024-10-02 17:31:23 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-02 17:31:25 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-02 17:31:27 - Value retrieved: bar, Response time: 0.0713 seconds
2024-10-02 17:31:29 - Value retrieved: bar, Response time: 0.0749 seconds
2024-10-02 17:31:31 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-02 17:31:33 - Value retrieved: bar, Response time: 0.0710 seconds
2024-10-02 17:31:35 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-02 17:31:37 - Value retrieved: bar, Response time: 0.0710 seconds
2024-10-02 17:31:39 - Value retrieved: bar, Response time: 0.0698 seconds
2024-10-02 17:31:41 - Value retrieved: bar, Response time: 0.0711 seconds
2024-10-02 17:31:43 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-02 17:31:44 - Value retrieved: bar, Response time: 0.0719 seconds
2024-10-02 17:31:46 - Value retrieved: bar, Response time: 0.0712 seconds
2024-10-02 17:31:48 - Value retrieved: bar, Response time: 0.0713 seconds
2024-10-02 17:31:50 - Value retrieved: bar, Response time: 0.0712 seconds
2024-10-02 17:31:52 - Value retrieved: bar, Response time: 0.0715 seconds
2024-10-02 17:31:53 - Value retrieved: bar, Response time: 0.0719 seconds
2024-10-02 17:31:55 - Value retrieved: bar, Response time: 0.0710 seconds
2024-10-02 17:31:57 - Value retrieved: bar, Response time: 0.0696 seconds
2024-10-02 17:31:59 - Value retrieved: bar, Response time: 0.0710 seconds
2024-10-02 17:32:01 - Value retrieved: bar, Response time: 0.0711 seconds
2024-10-02 17:32:03 - Value retrieved: bar, Response time: 0.0796 seconds
2024-10-02 17:32:05 - Value retrieved: bar, Response time: 0.0698 seconds
2024-10-02 17:32:07 - Value retrieved: bar, Response time: 0.0695 seconds
2024-10-02 17:32:09 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-02 17:32:11 - Value retrieved: bar, Response time: 0.0712 seconds
2024-10-02 17:32:13 - Value retrieved: bar, Response time: 0.0715 seconds
2024-10-02 17:32:15 - Value retrieved: bar, Response time: 0.0710 seconds
2024-10-02 17:32:17 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-02 17:32:19 - Value retrieved: bar, Response time: 0.0715 seconds
2024-10-02 17:32:20 - Value retrieved: bar, Response time: 0.0786 seconds
2024-10-02 17:32:22 - Value retrieved: bar, Response time: 0.0692 seconds
2024-10-02 17:32:24 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-02 17:32:26 - Value retrieved: bar, Response time: 0.0711 seconds
2024-10-02 17:32:27 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-02 17:32:29 - Value retrieved: bar, Response time: 0.0698 seconds
2024-10-02 17:32:31 - Value retrieved: bar, Response time: 0.0711 seconds
2024-10-02 17:32:33 - Value retrieved: bar, Response time: 0.0741 seconds
2024-10-02 17:32:34 - Value retrieved: bar, Response time: 0.0697 seconds
2024-10-02 17:32:36 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-02 17:32:38 - Value retrieved: bar, Response time: 0.0710 seconds
2024-10-02 17:32:40 - Value retrieved: bar, Response time: 0.0693 seconds
2024-10-02 17:32:42 - Value retrieved: bar, Response time: 0.0695 seconds
2024-10-02 17:32:43 - Value retrieved: bar, Response time: 0.0701 seconds
2024-10-02 17:32:45 - Value retrieved: bar, Response time: 0.0750 seconds
2024-10-02 17:32:47 - Value retrieved: bar, Response time: 0.0711 seconds
2024-10-02 17:32:49 - Value retrieved: bar, Response time: 0.0795 seconds
2024-10-02 17:32:51 - Value retrieved: bar, Response time: 0.0696 seconds
2024-10-02 17:32:52 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-02 17:32:54 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-02 17:32:56 - Value retrieved: bar, Response time: 0.0712 seconds
2024-10-02 17:32:58 - Value retrieved: bar, Response time: 0.0694 seconds
2024-10-02 17:33:00 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-02 17:33:02 - Value retrieved: bar, Response time: 0.0712 seconds
2024-10-02 17:33:04 - Value retrieved: bar, Response time: 0.0713 seconds
2024-10-02 17:33:06 - Value retrieved: bar, Response time: 0.0716 seconds
2024-10-02 17:33:08 - Value retrieved: bar, Response time: 0.0710 seconds
2024-10-02 17:33:10 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-02 17:33:12 - Value retrieved: bar, Response time: 0.0712 seconds
2024-10-02 17:33:14 - Value retrieved: bar, Response time: 0.0694 seconds
2024-10-02 17:33:16 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-02 17:33:18 - Value retrieved: bar, Response time: 0.0716 seconds
2024-10-02 17:33:20 - Value retrieved: bar, Response time: 0.0699 seconds
2024-10-02 17:33:22 - Value retrieved: bar, Response time: 0.0696 seconds
2024-10-02 17:33:24 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-02 17:33:26 - Value retrieved: bar, Response time: 0.0746 seconds
2024-10-02 17:33:28 - Value retrieved: bar, Response time: 0.0714 seconds
2024-10-02 17:33:30 - Value retrieved: bar, Response time: 0.0697 seconds
2024-10-02 17:33:32 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-02 17:33:34 - Value retrieved: bar, Response time: 0.0740 seconds
2024-10-02 17:33:36 - Value retrieved: bar, Response time: 0.0710 seconds
2024-10-02 17:33:38 - Value retrieved: bar, Response time: 0.0712 seconds
2024-10-02 17:33:40 - Value retrieved: bar, Response time: 0.0697 seconds
2024-10-02 17:33:42 - Value retrieved: bar, Response time: 0.0709 seconds
