2024-10-03 12:04:50 - Value retrieved: bar, Response time: 0.0815 seconds
2024-10-03 12:16:53 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-03 12:16:55 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 12:16:57 - Value retrieved: bar, Response time: 0.0690 seconds
2024-10-03 12:16:59 - Value retrieved: bar, Response time: 0.0693 seconds
2024-10-03 12:17:01 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-03 12:17:03 - Value retrieved: bar, Response time: 0.0702 seconds
2024-10-03 12:17:05 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 12:17:07 - Value retrieved: bar, Response time: 0.0702 seconds
2024-10-03 12:17:09 - Value retrieved: bar, Response time: 0.0692 seconds
2024-10-03 12:17:11 - Value retrieved: bar, Response time: 0.0696 seconds
2024-10-03 12:17:13 - Value retrieved: bar, Response time: 0.0700 seconds
2024-10-03 12:17:14 - Value retrieved: bar, Response time: 0.0693 seconds
2024-10-03 12:17:16 - Value retrieved: bar, Response time: 0.0705 seconds
2024-10-03 12:17:18 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 12:17:20 - Value retrieved: bar, Response time: 0.0702 seconds
2024-10-03 12:17:21 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 12:17:23 - Value retrieved: bar, Response time: 0.0703 seconds
2024-10-03 12:17:25 - Value retrieved: bar, Response time: 0.0695 seconds
2024-10-03 12:17:26 - Value retrieved: bar, Response time: 0.0710 seconds
2024-10-03 12:17:28 - Value retrieved: bar, Response time: 0.0689 seconds
2024-10-03 12:17:30 - Value retrieved: bar, Response time: 0.0799 seconds
2024-10-03 12:17:32 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 12:17:34 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 12:17:35 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 12:17:37 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 12:17:39 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-03 12:17:40 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 12:17:42 - Value retrieved: bar, Response time: 0.0703 seconds
2024-10-03 12:17:44 - Value retrieved: bar, Response time: 0.0689 seconds
2024-10-03 12:17:46 - Value retrieved: bar, Response time: 0.0692 seconds
2024-10-03 12:17:47 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 12:17:49 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 12:17:51 - Value retrieved: bar, Response time: 0.0703 seconds
2024-10-03 12:17:53 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 12:17:55 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 12:17:57 - Value retrieved: bar, Response time: 0.0735 seconds
2024-10-03 12:17:59 - Value retrieved: bar, Response time: 0.0701 seconds
2024-10-03 12:18:01 - Value retrieved: bar, Response time: 0.0702 seconds
2024-10-03 12:18:03 - Value retrieved: bar, Response time: 0.0702 seconds
2024-10-03 12:18:05 - Value retrieved: bar, Response time: 0.0702 seconds
2024-10-03 12:18:07 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 12:18:09 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 12:18:11 - Value retrieved: bar, Response time: 0.0693 seconds
2024-10-03 12:18:13 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-03 12:18:15 - Value retrieved: bar, Response time: 0.0705 seconds
2024-10-03 12:18:17 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-03 12:18:19 - Value retrieved: bar, Response time: 0.0705 seconds
2024-10-03 12:18:21 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 12:18:23 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 12:18:25 - Value retrieved: bar, Response time: 0.0705 seconds
2024-10-03 12:18:27 - Value retrieved: bar, Response time: 0.0702 seconds
2024-10-03 12:18:29 - Value retrieved: bar, Response time: 0.0702 seconds
2024-10-03 12:18:31 - Value retrieved: bar, Response time: 0.0691 seconds
2024-10-03 12:18:33 - Value retrieved: bar, Response time: 0.0701 seconds
2024-10-03 12:18:34 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 12:18:36 - Value retrieved: bar, Response time: 0.0700 seconds
2024-10-03 12:18:38 - Value retrieved: bar, Response time: 0.0688 seconds
2024-10-03 12:18:40 - Value retrieved: bar, Response time: 0.0690 seconds
2024-10-03 12:18:41 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 12:18:43 - Value retrieved: bar, Response time: 0.0705 seconds
2024-10-03 12:18:45 - Value retrieved: bar, Response time: 0.0718 seconds
2024-10-03 12:18:47 - Value retrieved: bar, Response time: 0.0688 seconds
2024-10-03 12:18:49 - Value retrieved: bar, Response time: 0.0687 seconds
2024-10-03 12:18:50 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 12:18:52 - Value retrieved: bar, Response time: 0.0705 seconds
2024-10-03 12:18:54 - Value retrieved: bar, Response time: 0.0700 seconds
2024-10-03 12:18:56 - Value retrieved: bar, Response time: 0.0711 seconds
2024-10-03 12:18:57 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 12:18:59 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 12:19:01 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 12:19:03 - Value retrieved: bar, Response time: 0.0692 seconds
2024-10-03 12:19:04 - Value retrieved: bar, Response time: 0.0702 seconds
2024-10-03 12:19:06 - Value retrieved: bar, Response time: 0.0696 seconds
2024-10-03 12:19:08 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 12:19:10 - Value retrieved: bar, Response time: 0.0701 seconds
2024-10-03 12:19:11 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 12:19:13 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 12:19:15 - Value retrieved: bar, Response time: 0.0696 seconds
2024-10-03 12:19:17 - Value retrieved: bar, Response time: 0.0730 seconds
2024-10-03 12:19:18 - Value retrieved: bar, Response time: 0.0687 seconds
2024-10-03 12:19:20 - Value retrieved: bar, Response time: 0.0739 seconds
2024-10-03 12:19:22 - Value retrieved: bar, Response time: 0.0699 seconds
2024-10-03 12:19:24 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-03 12:19:25 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 12:19:27 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 12:19:29 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 12:19:31 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 12:19:33 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 12:19:34 - Value retrieved: bar, Response time: 0.0702 seconds
2024-10-03 12:19:36 - Value retrieved: bar, Response time: 0.0692 seconds
2024-10-03 12:19:38 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 12:19:40 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 12:19:41 - Value retrieved: bar, Response time: 0.0693 seconds
2024-10-03 12:19:43 - Value retrieved: bar, Response time: 0.0697 seconds
2024-10-03 12:19:45 - Value retrieved: bar, Response time: 0.0702 seconds
2024-10-03 12:19:47 - Value retrieved: bar, Response time: 0.0691 seconds
2024-10-03 12:19:48 - Value retrieved: bar, Response time: 0.0694 seconds
2024-10-03 12:19:50 - Value retrieved: bar, Response time: 0.0687 seconds
2024-10-03 12:19:52 - Value retrieved: bar, Response time: 0.0700 seconds
2024-10-03 12:19:54 - Value retrieved: bar, Response time: 0.0690 seconds
2024-10-03 12:19:56 - Value retrieved: bar, Response time: 0.0710 seconds
2024-10-03 12:19:58 - Value retrieved: bar, Response time: 0.0720 seconds
2024-10-03 12:20:00 - Value retrieved: bar, Response time: 0.0705 seconds
2024-10-03 12:20:02 - Value retrieved: bar, Response time: 0.0701 seconds
2024-10-03 12:20:04 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 12:20:06 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 12:20:08 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 12:20:10 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 12:20:12 - Value retrieved: bar, Response time: 0.0696 seconds
2024-10-03 12:20:13 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 12:20:15 - Value retrieved: bar, Response time: 0.0701 seconds
2024-10-03 12:20:17 - Value retrieved: bar, Response time: 0.0698 seconds
2024-10-03 12:20:19 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 12:20:21 - Value retrieved: bar, Response time: 0.0698 seconds
2024-10-03 12:20:22 - Value retrieved: bar, Response time: 0.0701 seconds
2024-10-03 12:20:24 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-03 12:20:26 - Value retrieved: bar, Response time: 0.0790 seconds
2024-10-03 12:20:28 - Value retrieved: bar, Response time: 0.0701 seconds
2024-10-03 12:20:30 - Value retrieved: bar, Response time: 0.0705 seconds
2024-10-03 12:20:32 - Value retrieved: bar, Response time: 0.0695 seconds
2024-10-03 12:20:34 - Value retrieved: bar, Response time: 0.0705 seconds
2024-10-03 12:20:36 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 12:20:38 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 12:20:40 - Value retrieved: bar, Response time: 0.0694 seconds
2024-10-03 12:20:42 - Value retrieved: bar, Response time: 0.0748 seconds
2024-10-03 12:20:44 - Value retrieved: bar, Response time: 0.0730 seconds
2024-10-03 12:20:46 - Value retrieved: bar, Response time: 0.0705 seconds
2024-10-03 12:20:48 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 12:20:49 - Value retrieved: bar, Response time: 0.0701 seconds
2024-10-03 12:20:51 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 12:20:53 - Value retrieved: bar, Response time: 0.0691 seconds
2024-10-03 12:20:55 - Value retrieved: bar, Response time: 0.0692 seconds
2024-10-03 12:20:56 - Value retrieved: bar, Response time: 0.0699 seconds
2024-10-03 12:20:58 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 12:21:00 - Value retrieved: bar, Response time: 0.0710 seconds
2024-10-03 12:21:02 - Value retrieved: bar, Response time: 0.0733 seconds
2024-10-03 12:21:03 - Value retrieved: bar, Response time: 0.0693 seconds
2024-10-03 12:21:05 - Value retrieved: bar, Response time: 0.0705 seconds
2024-10-03 12:21:07 - Value retrieved: bar, Response time: 0.0695 seconds
2024-10-03 12:21:09 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 12:21:10 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-03 12:21:12 - Value retrieved: bar, Response time: 0.0701 seconds
2024-10-03 12:21:14 - Value retrieved: bar, Response time: 0.0710 seconds
2024-10-03 12:21:16 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 12:21:18 - Value retrieved: bar, Response time: 0.0711 seconds
2024-10-03 12:21:19 - Value retrieved: bar, Response time: 0.0854 seconds
2024-10-03 12:21:21 - Value retrieved: bar, Response time: 0.0710 seconds
2024-10-03 12:21:23 - Value retrieved: bar, Response time: 0.0756 seconds
2024-10-03 12:21:25 - Value retrieved: bar, Response time: 0.0701 seconds
2024-10-03 12:21:26 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-03 12:21:28 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 12:21:30 - Value retrieved: bar, Response time: 0.0694 seconds
2024-10-03 12:21:32 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-03 12:21:33 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 12:21:35 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-03 12:21:37 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 12:21:39 - Value retrieved: bar, Response time: 0.0690 seconds
2024-10-03 12:21:40 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 12:21:42 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 12:21:44 - Value retrieved: bar, Response time: 0.0768 seconds
2024-10-03 12:21:46 - Value retrieved: bar, Response time: 0.0736 seconds
2024-10-03 12:21:48 - Value retrieved: bar, Response time: 0.0695 seconds
2024-10-03 12:21:49 - Value retrieved: bar, Response time: 0.0702 seconds
2024-10-03 12:21:51 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-03 12:21:53 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-03 12:21:55 - Value retrieved: bar, Response time: 0.0717 seconds
2024-10-03 12:21:56 - Value retrieved: bar, Response time: 0.0699 seconds
2024-10-03 12:21:58 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 12:22:00 - Value retrieved: bar, Response time: 0.0702 seconds
2024-10-03 12:22:02 - Value retrieved: bar, Response time: 0.0700 seconds
2024-10-03 12:22:04 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 12:22:05 - Value retrieved: bar, Response time: 0.0698 seconds
2024-10-03 12:22:07 - Value retrieved: bar, Response time: 0.0710 seconds
2024-10-03 12:22:09 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 12:22:11 - Value retrieved: bar, Response time: 0.0690 seconds
2024-10-03 12:22:13 - Value retrieved: bar, Response time: 0.0729 seconds
2024-10-03 12:22:15 - Value retrieved: bar, Response time: 0.0703 seconds
2024-10-03 12:22:17 - Value retrieved: bar, Response time: 0.0705 seconds
2024-10-03 12:22:19 - Value retrieved: bar, Response time: 0.0821 seconds
2024-10-03 12:22:21 - Value retrieved: bar, Response time: 0.0691 seconds
2024-10-03 12:22:23 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 12:22:25 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 12:22:27 - Value retrieved: bar, Response time: 0.0688 seconds
2024-10-03 12:22:29 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 12:22:31 - Value retrieved: bar, Response time: 0.0695 seconds
2024-10-03 12:22:32 - Value retrieved: bar, Response time: 0.0725 seconds
2024-10-03 12:22:34 - Value retrieved: bar, Response time: 0.0696 seconds
2024-10-03 12:22:36 - Value retrieved: bar, Response time: 0.0694 seconds
2024-10-03 12:22:38 - Value retrieved: bar, Response time: 0.0703 seconds
2024-10-03 12:22:39 - Value retrieved: bar, Response time: 0.0692 seconds
2024-10-03 12:22:41 - Value retrieved: bar, Response time: 0.0692 seconds
2024-10-03 12:22:43 - Value retrieved: bar, Response time: 0.0688 seconds
2024-10-03 12:22:45 - Value retrieved: bar, Response time: 0.0711 seconds
2024-10-03 12:22:47 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 12:22:48 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 12:22:50 - Value retrieved: bar, Response time: 0.0698 seconds
2024-10-03 12:22:52 - Value retrieved: bar, Response time: 0.0701 seconds
2024-10-03 12:22:54 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 12:22:55 - Value retrieved: bar, Response time: 0.0705 seconds
2024-10-03 12:22:57 - Value retrieved: bar, Response time: 0.0691 seconds
2024-10-03 12:22:59 - Value retrieved: bar, Response time: 0.0700 seconds
2024-10-03 12:23:01 - Value retrieved: bar, Response time: 0.0697 seconds
2024-10-03 12:23:02 - Value retrieved: bar, Response time: 0.0693 seconds
2024-10-03 12:23:04 - Value retrieved: bar, Response time: 0.0725 seconds
2024-10-03 12:23:06 - Value retrieved: bar, Response time: 0.0728 seconds
2024-10-03 12:23:08 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 12:23:09 - Value retrieved: bar, Response time: 0.0705 seconds
2024-10-03 12:23:11 - Value retrieved: bar, Response time: 0.0764 seconds
2024-10-03 12:23:13 - Value retrieved: bar, Response time: 0.0702 seconds
2024-10-03 12:23:15 - Value retrieved: bar, Response time: 0.0690 seconds
2024-10-03 12:23:16 - Value retrieved: bar, Response time: 0.0772 seconds
2024-10-03 12:23:18 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 12:23:20 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 12:23:22 - Value retrieved: bar, Response time: 0.0705 seconds
2024-10-03 12:23:23 - Value retrieved: bar, Response time: 0.0693 seconds
2024-10-03 12:23:25 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 12:23:27 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-03 12:23:29 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-03 12:23:30 - Value retrieved: bar, Response time: 0.0703 seconds
2024-10-03 12:23:32 - Value retrieved: bar, Response time: 0.0702 seconds
2024-10-03 12:23:34 - Value retrieved: bar, Response time: 0.0702 seconds
2024-10-03 12:23:36 - Value retrieved: bar, Response time: 0.0695 seconds
2024-10-03 12:23:37 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 12:23:39 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 12:23:41 - Value retrieved: bar, Response time: 0.0815 seconds
2024-10-03 12:23:43 - Value retrieved: bar, Response time: 0.0877 seconds
2024-10-03 12:23:45 - Value retrieved: bar, Response time: 0.0944 seconds
2024-10-03 12:23:47 - Value retrieved: bar, Response time: 0.0940 seconds
2024-10-03 12:23:49 - Value retrieved: bar, Response time: 0.0980 seconds
2024-10-03 12:23:51 - Value retrieved: bar, Response time: 0.0923 seconds
2024-10-03 12:23:53 - Value retrieved: bar, Response time: 0.0882 seconds
2024-10-03 12:23:54 - Value retrieved: bar, Response time: 0.0857 seconds
2024-10-03 12:23:56 - Value retrieved: bar, Response time: 0.0838 seconds
2024-10-03 12:23:58 - Value retrieved: bar, Response time: 0.0901 seconds
2024-10-03 12:24:00 - Value retrieved: bar, Response time: 0.0849 seconds
2024-10-03 12:24:02 - Value retrieved: bar, Response time: 0.0701 seconds
2024-10-03 12:25:11 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 12:25:13 - Value retrieved: bar, Response time: 0.0702 seconds
2024-10-03 12:25:15 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 12:25:16 - Value retrieved: bar, Response time: 0.0700 seconds
2024-10-03 12:25:18 - Value retrieved: bar, Response time: 0.0723 seconds
2024-10-03 12:25:20 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 12:25:22 - Value retrieved: bar, Response time: 0.0701 seconds
2024-10-03 12:25:23 - Value retrieved: bar, Response time: 0.0875 seconds
2024-10-03 12:25:25 - Value retrieved: bar, Response time: 0.0700 seconds
2024-10-03 12:25:27 - Value retrieved: bar, Response time: 0.0711 seconds
2024-10-03 12:25:29 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-03 12:25:31 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 12:25:32 - Value retrieved: bar, Response time: 0.0692 seconds
2024-10-03 12:25:34 - Value retrieved: bar, Response time: 0.0720 seconds
2024-10-03 12:25:36 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 12:25:38 - Value retrieved: bar, Response time: 0.0690 seconds
2024-10-03 12:25:39 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 12:25:41 - Value retrieved: bar, Response time: 0.0694 seconds
2024-10-03 12:25:43 - Value retrieved: bar, Response time: 0.0701 seconds
2024-10-03 12:25:45 - Value retrieved: bar, Response time: 0.0689 seconds
2024-10-03 12:25:46 - Value retrieved: bar, Response time: 0.0687 seconds
2024-10-03 12:25:48 - Value retrieved: bar, Response time: 0.0816 seconds
2024-10-03 12:25:50 - Value retrieved: bar, Response time: 0.0705 seconds
2024-10-03 12:25:52 - Value retrieved: bar, Response time: 0.0699 seconds
2024-10-03 12:25:53 - Value retrieved: bar, Response time: 0.0686 seconds
2024-10-03 12:25:55 - Value retrieved: bar, Response time: 0.0701 seconds
2024-10-03 12:25:57 - Value retrieved: bar, Response time: 0.0696 seconds
2024-10-03 12:25:59 - Value retrieved: bar, Response time: 0.0686 seconds
2024-10-03 12:26:00 - Value retrieved: bar, Response time: 0.0690 seconds
2024-10-03 12:26:02 - Value retrieved: bar, Response time: 0.0711 seconds
2024-10-03 12:26:04 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 12:26:06 - Value retrieved: bar, Response time: 0.0699 seconds
2024-10-03 12:26:07 - Value retrieved: bar, Response time: 0.0705 seconds
2024-10-03 12:26:09 - Value retrieved: bar, Response time: 0.0705 seconds
2024-10-03 12:26:11 - Value retrieved: bar, Response time: 0.0703 seconds
2024-10-03 12:26:13 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 12:26:15 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 12:26:17 - Value retrieved: bar, Response time: 0.0698 seconds
2024-10-03 12:26:19 - Value retrieved: bar, Response time: 0.0693 seconds
2024-10-03 12:26:21 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 12:26:23 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 12:26:25 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 12:26:27 - Value retrieved: bar, Response time: 0.0702 seconds
2024-10-03 12:26:29 - Value retrieved: bar, Response time: 0.0702 seconds
2024-10-03 12:26:31 - Value retrieved: bar, Response time: 0.0693 seconds
2024-10-03 12:26:33 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 12:26:34 - Value retrieved: bar, Response time: 0.0702 seconds
2024-10-03 12:26:36 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-03 12:26:38 - Value retrieved: bar, Response time: 0.0789 seconds
2024-10-03 12:26:40 - Value retrieved: bar, Response time: 0.0741 seconds
2024-10-03 12:26:42 - Value retrieved: bar, Response time: 0.0701 seconds
2024-10-03 12:26:43 - Value retrieved: bar, Response time: 0.0694 seconds
2024-10-03 12:26:45 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-03 12:26:47 - Value retrieved: bar, Response time: 0.0701 seconds
2024-10-03 12:26:48 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 12:26:50 - Value retrieved: bar, Response time: 0.0789 seconds
2024-10-03 12:26:52 - Value retrieved: bar, Response time: 0.0702 seconds
2024-10-03 12:26:54 - Value retrieved: bar, Response time: 0.0710 seconds
2024-10-03 12:26:56 - Value retrieved: bar, Response time: 0.0692 seconds
2024-10-03 12:26:57 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 12:26:59 - Value retrieved: bar, Response time: 0.0692 seconds
2024-10-03 12:27:01 - Value retrieved: bar, Response time: 0.0703 seconds
2024-10-03 12:27:03 - Value retrieved: bar, Response time: 0.0730 seconds
2024-10-03 12:27:05 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 12:27:06 - Value retrieved: bar, Response time: 0.0701 seconds
2024-10-03 12:27:08 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 12:27:10 - Value retrieved: bar, Response time: 0.0703 seconds
2024-10-03 12:27:12 - Value retrieved: bar, Response time: 0.0701 seconds
2024-10-03 12:27:14 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 12:27:16 - Value retrieved: bar, Response time: 0.0694 seconds
2024-10-03 12:27:18 - Value retrieved: bar, Response time: 0.0695 seconds
2024-10-03 12:27:20 - Value retrieved: bar, Response time: 0.0691 seconds
2024-10-03 12:27:22 - Value retrieved: bar, Response time: 0.0693 seconds
2024-10-03 12:27:24 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 12:27:26 - Value retrieved: bar, Response time: 0.0703 seconds
2024-10-03 12:27:28 - Value retrieved: bar, Response time: 0.0701 seconds
2024-10-03 12:27:30 - Value retrieved: bar, Response time: 0.0701 seconds
2024-10-03 12:27:32 - Value retrieved: bar, Response time: 0.0705 seconds
2024-10-03 12:27:34 - Value retrieved: bar, Response time: 0.0695 seconds
2024-10-03 12:27:36 - Value retrieved: bar, Response time: 0.0746 seconds
2024-10-03 12:27:37 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 12:27:39 - Value retrieved: bar, Response time: 0.0702 seconds
2024-10-03 12:27:41 - Value retrieved: bar, Response time: 0.0700 seconds
2024-10-03 12:27:43 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 12:27:45 - Value retrieved: bar, Response time: 0.0691 seconds
2024-10-03 12:27:47 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-03 12:27:49 - Value retrieved: bar, Response time: 0.0687 seconds
2024-10-03 12:27:51 - Value retrieved: bar, Response time: 0.0755 seconds
2024-10-03 12:27:53 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 12:27:55 - Value retrieved: bar, Response time: 0.0702 seconds
